,movie,opening_date,publication_date,url,mpaa_rating,critics_pick,review,sentiment_score,genre
11,Breathe,10/13/2017,10/12/2017,http://www.nytimes.com/2017/10/12/movies/breathe-review-andrew-garfield-claire-foy-andy-serkis.html,PG-13,0,"Living with polio seems like jolly good fun in “Breathe,” an aggressively tasteful and rigorously cheerful biopic of the English disability-rights pioneer Robin Cavendish (Andrew Garfield) and his devoted wife, Diana (Claire Foy).
After contracting the disease in the 1950s at the age of 28, Cavendish, paralyzed from the neck down and expected to live only a few months, not only beat those odds by almost 40 years, but regained his independence. He was also instrumental in helping other severely disabled patients regain theirs, collaborating with his friend Teddy (Hugh Bonneville), an amateur inventor, to design a wheelchair with a built-in ventilator and traveling to Europe to promote its use.
This exceptional life, however, is smothered by a cloying fairy tale romance that turns every challenge the couple faces into a lark. (Silly dog, unplugging Daddy’s breathing machine!) Their charmed existence includes a huge country house, a free nanny and friends who are forever popping over for wine-soaked parties. Not even a broken respirator, which strands the family on a Spanish roadside, can halt the fun: Within minutes, an impromptu fiesta, complete with guitarists and flamenco dancers, has materialized to keep them company.
Offering no hint of the backbreaking drudgery and mental strain of their predicament, this gauzy picture (produced by the couple’s son, Jonathan Cavendish, and directed by his friend, the actor Andy Serkis) is a closed loop of rose-tinted memories. Similarly constrained, Mr. Garfield smiles broadly through episodes of near-suffocation and bloody sputum, while Ms. Foy embodies the buck-up-and-carry-on mentality that William Nicholson’s screenplay demands.
In only one scene do we feel genuinely moved, as Robin and Diana visit a German hospital where polio patients are housed in a futuristic nightmare of iron-lung efficiency. It’s a rebel moment of chillingly authentic horror that seems to have slipped through every bad-feeling filter the filmmakers have installed. For a movie about an extraordinary couple who rarely played it safe, “Breathe” is all too content to do just that.",0.338318756,Biography
12,Cook Off!,11/17/2017,11/16/2017,http://www.nytimes.com/2017/11/16/movies/review-cook-off-melissa-mccarthy.html,R,0,"Although “Cook Off!” bears a 2016 copyright date, the movie played — in a different version — at a comedy festival in Aspen, Colo., in 2007. The delay probably explains why the film takes nearly 40 minutes to deliver a glorified walk-on from Melissa McCarthy, who wasn’t nearly as major a star when it was made, or why she and the other well-known actors look about a decade younger.
Like the can that got lost in the pantry and is now showing telltales of botulism risk, this misbegotten mockumentary, directed by Guy Shalem and Cathryn Michon (though only Mr. Shalem was credited in 2007), hasn’t been improved by time. The movie tries to do for amateur cooking contests what “Best in Show” did for dog competitions, but the strained folksiness and tired stereotypes couldn’t be further from the snap and wit of prime Christopher Guest.
The contestants include Sharon (Ms. Michon) and Pauline (Wendi McLendon-Covey), a pair of sisters from Minnesota. Sharon is engaged to a closeted African-American Lutheran (Gary Anthony Williams) whose mere existence the movie seems to regard as humorous.
In a film with no shortage of wacky food names (“that-time-of-the-month crab puffs”) or kitchen disasters, Pauline’s creamed corn for the lactose intolerant is the only recipe that sounds remotely edible. What Ms. McCarthy does with sweet potatoes and way too many marshmallows is more likely to elicit a retch than a laugh — and suggests a culinary correlative to the way “Cook Off!” has been slapped together.",0.123165744,Comedy
13,Daddy's Home 2,11/10/2017,11/9/2017,http://www.nytimes.com/2017/11/09/movies/review-in-daddys-home-2-mel-gibson-will-ferrell-mark-wahlberg.html,PG-13,0,"If “Daddy’s Home” (2015) played like a distant, wayward cousin of “Step Brothers,” “Daddy’s Home 2,” again directed by Sean Anders, is the sort of relative you might disown.
The original concerned the rivalry between Dusty (Mark Wahlberg), a globe-trotting macho man of mystery, and Brad (Will Ferrell), the teary, trying-too-hard stepfather married to Dusty’s ex-wife, Sara (Linda Cardellini), and helping to raise Dusty’s children. At the start of “Daddy’s Home 2,” the now-buddies have figured out a way to share parenting duties.
When their own fathers arrive for Christmas, several barely disguised gags from the first movie repeat. Don (John Lithgow) proves as cringingly lovey-dovey as his son, Brad; Kurt (Mel Gibson), Dusty’s father, is a crass repository of growls, backslaps and chauvinist remarks. Kurt’s only trait that doesn’t scream “Gibson” is that he is supposed to be a former astronaut.
To punch up the families’ winter holiday, Kurt books an impromptu getaway on Airbnb. You might think the late reservation is the setup for a joke, but no, it’s just product placement. In the ensuing events (“story” is a little strong for a movie content to throw its characters from one vacation activity to another), the men peacock, agreeing only — and inexplicably — on thermostat etiquette. Ms. Cardellini and Alessandra Ambrosio, as Dusty’s new wife, have a score of their own to settle but should count every moment on the sidelines as a mercy.
Hollywood may be determined to rehabilitate Mr. Gibson, but it’s no stretch to imagine him as a man who cracks a hooker joke in front of children or lectures his granddaughter about how men hunt and women cook. Now if he and Mr. Lithgow had swapped roles — that would be comedy.",0.139706696,Comedy
14,Dealt,10/20/2017,10/19/2017,http://www.nytimes.com/2017/10/19/movies/dealt-review-richard-turner.html,,0,"The card magician Richard Turner reveals that he has more than just a few tricks up his sleeve in Luke Korem’s captivating documentary “Dealt.” Mr. Turner’s magic prowess lies in his nimble hands that manipulate any deck of cards. But behind the facade of a self-assured showman is the secret Mr. Turner tries to keep to himself: He’s blind.
Mr. Turner, 63, had rebelled in his youth against the grim prognosis that he would one day lose his eyesight. From his love of TV westerns, he learned the sleights of hand used by cardsharps. Then with an obsessive — and sometimes reckless — energy, he made a career as one of the foremost card magicians in his field, performing at the Magic Castle nightclub in Hollywood, at magic conventions and on TV talk shows.
As confident as he appears when shuffling a deck of cards, Mr. Turner remains at odds with his blindness. In a few TV appearances, awkward moments arise when the host clumsily refers to Mr. Turner’s disability before he can illustrate his strength as an illusionist. In candid interviews, he’s open about his discomfort around strangers showering him with sympathy and his attempts to hide his blindness in public by refusing to use a cane or a guide dog.
Mr. Korem keeps a reverent distance from his subject, as if not to spoil the magic. The director is either too polite or too timid to push Mr. Turner to reveal more details than he’s comfortable sharing. Such a dynamic personality as Mr. Turner’s could use a more dynamic documentary to illuminate it. As it is, “Dealt” remains a pleasing — if inoffensive — portrait.",0.947435981,Documentary
15,For Ahkeem,10/13/2017,10/12/2017,http://www.nytimes.com/2017/10/12/movies/review-in-for-ahkeem-a-last-option-for-a-troubled-teenager.html,,0,"“For Ahkeem,” a documentary directed by Jeremy S. Levine and Landon Van Soest, grew out of a People magazine article from 2011 about the Innovative Concept Academy, an alternative school in St. Louis designed to rehabilitate teenagers who might otherwise be incarcerated. The film follows one such student over about two years.
The movie begins with Daje Shelton, known as Boonie, then 17, visiting a courtroom after a school fight. The judge, Jimmie M. Edwards, who opened the academy, tells her that he will decide whether to lock her up. The alternative school is her last option for getting a high school diploma, he says. She won’t be able to attend other public schools in Missouri.
“For Ahkeem” trails Boonie as she tries to graduate. It’s not clear that she will pass the necessary coursework. Her apparent apathy toward school seems, in part, like the product of a bleak upbringing filled with poverty and street violence. She casually rattles off the names of dead friends (“too many to count”). Boonie also has a boyfriend, which leads to complications that shouldn’t be spoiled.
The filming period coincided with the shooting death of the unarmed black teenager Michael Brown in nearby Ferguson, Mo., in 2014, and a grand jury’s decision not to indict Darren Wilson, the officer who shot him. The protests are mainly a backdrop to Boonie’s story, though. While the film ends at a logical stopping point, it feels incomplete. It probably could have used a few more years of filming.",0.027959316,Documentary
16,Frank Serpico,11/1/2017,10/31/2017,http://www.nytimes.com/2017/10/31/movies/frank-serpico-review.html,,0,"This movie’s intention is in its title. The documentary “Frank Serpico” fills out an American classic that is now almost 45 years old. “Serpico,” the 1973 movie directed by Sidney Lumet and starring Al Pacino, was an adaptation of a book by Peter Maas about a New York City police officer who fought corruption in the ranks and got, among other things, a bullet in the head for his trouble. The real-life subject is now 81 years old, whippet-thin, and a storyteller and self-examiner of no small gifts.
Whenever Mr. Serpico appears in this admiring film, directed by Antonino D’Ambrosio, the movie lights up. “I told myself I was an actor,” he says into a mirror onscreen, describing how he would work himself up before hitting the streets to make arrests. He recalls, speaking from the restaurant in Brooklyn that used to be his father’s shoe-repair store, how even in childhood his admiration for police work was mitigated by experience. Once, he says, a uniformed officer came into the place, got a shoeshine from Frank, who was then a child, and left without paying. Next time, Frank’s father demanded payment upfront. “The cop never came into the store again,” Mr. Serpico says. “Although he had the shield of the law, he demeaned it by his actions.”
Mr. Serpico joined the force in 1959 and, witnessing casual payoffs that were accepted without a thought, encountered further disappointment: “The job was not on the level.”
The star of the movie is a compelling figure, and Mr. D’Ambrosio presents quite a few people from Mr. Serpico’s past who have a similar draw. But the director’s filmmaking instincts are not always salutary. He introduces each new interviewee with a shot of the subject standing, looking into the camera for several seconds. This affectation grows wearying. The actor John Turturro is not an uninteresting subject, but watching him talk about his reaction to the Lumet-Pacino movie, you get the feeling he is only there because Mr. D’Ambrosio could not secure an on-camera interview with Mr. Pacino.
The movie does feature a sit-down between Mr. Serpico and Arthur Cesare, his partner in the narcotics division, who was present the night Mr. Serpico was shot. He tells Mr. Cesare that he considers it peculiar that no 10-13, or “officer in need of assistance,” call went out on his behalf. But there’s no combustion in the confrontation, and the exchange goes limp. Could Mr. Cesare have called it in, and if so, why didn’t he? Like much else in the movie, it’s frustrating.",0.244345813,Documentary
17,Geostorm,10/20/2017,10/20/2017,http://www.nytimes.com/2017/10/20/movies/geostorm-review-gerard-butler.html,PG-13,0,"If I had to spend a global meteorological catastrophe with anyone, I don’t think Gerard Butler would be my first choice. But of course I don’t have a choice. Mr. Butler’s character, Jake Lawson, has a job to do, and so do I. Jake’s is to fix the space-based weather-control system he designed and built, racing against a digital clock that counts down the minutes until “geostorm.” Mine involves counting the minutes until “Geostorm” is over and then offering a comprehensive damage assessment. To quote something Jake says to a grandstanding senator (Richard Schiff) who dares to question his expertise: you’re welcome.
Directed by Dean Devlin from a script he wrote with Paul Guyot and discreetly installed in theaters without advance screenings, “Geostorm” uses digital technology to lay waste to a bunch of cities and hacky screenwriting to assault the dignity of several fine actors. Andy Garcia and Ed Harris are the president and secretary of state, while Abbie Cornish is a Secret Service agent secretly keeping company with a deputy secretary named Max Lawson (Jim Sturgess) who happens to be Jake’s younger brother. The siblings have their differences, but they share an unplaceable American accent, an aversion to regular shaving and a desire not to see the world destroyed by ice, fire, hail or heavy rain.
The movie does what it can to replicate those elemental forces. I happened to see it in the 4DX format — a first for me — which combines the thrill of a Mad Tea Party ride with the sensory challenges of a cab ride across the Manhattan Bridge on a rainy night. Your seat rocks and rumbles during chase scenes, lists gently from side to side during zero-gravity interludes and abuses your lumbar spine when space junk starts flying. You sometimes catch a whiff of burning skyscraper, a spray of monsoon mist, a whoosh of gale-force wind and the gentle caress of Mr. Butler’s stubble on your cheek.
Not that last thing, actually, but I’m sure they’re working on it. And I look forward to future 4DX adventures, or at least to installing one of those chairs in my office. I wouldn’t say the experience improved “Geostorm,” but it certainly didn’t make it any worse. As for Mr. Butler, he is no more or less credible as a renegade scientific genius than in any other role he’s attempted; consistency is his chief and perhaps his only virtue as an actor. He does his job. I do mine. The world is safe. The weather is fine.",0.838389169,Action
18,God's Own Country,10/25/2017,10/24/2017,http://www.nytimes.com/2017/10/24/movies/gods-own-country-review.html,,1,"Trapped between skies like beaten tin and earth scrubbed raw by wind and rain, the characters in “God’s Own Country” are well used to harshness. Like Johnny (Josh O’Connor), who labors on his struggling family farm in Yorkshire under the critical eyes of his sick father (Ian Hart) and stolid grandmother (Gemma Jones). For relief, he vents his frustrations in binge-drinking and furtive, feral sex with random young men.
These taciturn encounters, unfolding as unsentimentally as the internal exam he gives a pregnant heifer, suggest someone disgusted by his own sorry self. But this bracing, sometimes brutal movie — the feature debut of the writer and director Francis Lee — doesn’t present Johnny’s sexuality as the cause of his self-loathing. Rather, it’s his imprisonment by a legacy he’s not sure he wants that ties his tongue and clots his emotions.
Both are about to be loosened. The arrival of Gheorghe (Alec Secareanu), a gentle, darkly handsome Romanian migrant worker, softens Johnny’s heart and the movie’s tone. Their passion isn’t pretty, but awkward and pasty and explicit: two frantic strangers grappling in the muck of the moors. Yet Gheorghe is skilled at handling more than newborn lambs; and as the men grow closer, the glowering light grows warmer and the whole picture seems to briefly exhale.
Filmed with a naturalism that recalls Andrea Arnold’s 2012 dive into “Wuthering Heights,” “God’s Own Country” weaves a rough magic from Joshua James Richards’s biting cinematography and the story’s slow, unsteady arc from bitter to hopeful. Bodily fluids — bestial and human — stain the screen, punctuating a story that’s as much about rediscovering place as finding love. So when Gheorghe looks out at the brooding countryside and murmurs “It’s beautiful here,” we sense that Johnny really doesn’t need persuading.",0.944860636,Drama
19,Happy Death Day,10/13/2017,10/12/2017,http://www.nytimes.com/2017/10/12/movies/happy-death-day-review.html,PG-13,0,"Becoming a decent person requires an awful lot of dying in “Happy Death Day,” a snappy horror-comedy with a gentle romantic spine.
The person in need of improvement is Tree (an unimprovable Jessica Rothe), a selfish sorority sister who’s mean to her perfectly nice roommate and much too friendly with her married professor. Waking up on her birthday in a strange man’s dorm room after a supposed one night stand, she stumbles through her day until, en route to her surprise party that night, she is brutally murdered by a masked attacker. Unfortunately, she’s about to experience this particular day again — multiple times.
Niftily paced and tight as a chokehold, the script (by the comic-book writer Scott Lobdell) delivers just enough variation to hold our interest. The means of Tree’s expirations are unoriginal and not especially scary, but the director, Christopher Landon, maintains a breezy momentum while she wakes, runs, croaks and repeats. With each resurrection, she’s in slightly worse shape, but marginally better-tempered, giving Ms. Rothe room to deepen the character and arc from unsympathetic victim to loving girlfriend.
Rarely out of our sight, Ms. Rothe is inexhaustible and funny, with Israel Broussard a perfect foil as her bemused, sweetly bland love interest. But it’s the newcomer Rachel Matthews as Danielle, the snippy sorority president, who’s the natural comedian. Encased in preppy separates and armed with withering put-downs, Danielle is every bit as deadly as any campus killer.",0.484635514,Horror
20,Hello Again,11/8/2017,11/7/2017,http://www.nytimes.com/2017/11/07/movies/hello-again-review.html,,0,"In recent years, the movie musical has struggled for its complete resurrection as a genre, in efforts ranging from the Hollywood high-flown (“Into the Woods”) to the modest and quirky (Jeffrey St. Jules’s little-seen “Bang Bang Baby,” from 2014). And now, somewhere between the two, lies “Hello Again,” Tom Gustafson’s florid adaptation of Michael John LaChiusa’s 1993 Off Broadway show (itself based on Arthur Schnitzler’s “La Ronde”). What most distinguishes “Hello Again” from the others is its cast of New York theater powerhouses, including Martha Plimpton, Audra McDonald and Cheyenne Jackson.
“Hello Again” largely eschews dialogue as it leaps among historical eras and song sequences, depicting a series of fraught romantic encounters across decades. (Few film musicals have so teemed with non-graphic scenes of sexual acts.)
It begins with a woman (Ms. Plimpton) who enters a peep-show-like chamber, seeking counsel about love from a mysterious masked man before her. And then it’s off to a coupling between a prostitute and a soldier in 1901; a tryst between a rich man (T. R. Knight) and a younger one on the Titanic; a 1920s affair in a movie theater involving an adulteress (Rumer Willis); a Greenwich Village disco hookup in the 1970s; and so on. The best comes near the end, when Ms. McDonald, as a singer in 2002 reaching for a comeback in a cheesy music video, puts Auto-Tune to shame. A later segment takes place in 1989, in which Ms. Plimpton plays a Washington senator keeping her lover (Ms. McDonald) a secret. Their scenes together are worth the price of admission.
The movie benefits from Austin Schmidt’s neon-infused cinematography and Annie Simeone’s lush production design. But Mr. LaChiusa’s songs largely fail to resonate here. Dramatic traction suffers, probably as a result of the many, and diffuse, vignettes. And yet this is a commendably audacious effort by Mr. Gustafson (“Were the World Mine”). The movie musical needs more ambitious creators like him.",0.722810201,Drama
21,I Remember You,11/10/2017,11/9/2017,http://www.nytimes.com/2017/11/09/movies/i-remember-you-review.html,,1,"The Icelandic director Oskar Thor Axelsson is clearly fluent in horror conventions. But he has commendable restraint, and his latest film, “I Remember You,” transcends genre pyrotechnics even as it incorporates elements of Nordic noir.
The film — adapted by Mr. Axelsson and Otto Geir Borg from a novel of the same name (subtitled “A Ghost Story” in one edition) by Yrsa Sigurdardottir — tells of the entwining fates of three victims of acute misfortune.
Freyr (Johannes Haukur Johannesson) is a psychiatrist tormented by the memory of his son, who mysteriously vanished years ago in a game of hide-and-seek. Now Freyr is enlisted by the police to interview the husband of an old woman who has killed herself. Working with a detective (Sara Dogg Asgeirsdottir), he uncovers multiple deaths linked to the suicide, all connected by a crime in the distant past.
Grievous loss also afflicts Katrin (Anna Gunndis Gudmundsdottir) and her husband, Gardar (Thorvaldur David Kristjansson), who — with a friend, Lif (Agusta Eva Erlendsdottir) — have started renovating a decrepit house in Iceland’s remote and stunningly stark Westfjords region. As Katrin wrestles with psychological demons, she senses a more supernatural threat.
And then there is Bernodus (Arnar Pall Hardarson), an abused child from long ago whose life, death and afterlife yield grave consequences.
Mr. Axelsson knows his faded photographs, eye-blink spectral visitations and droning soundtracks, plus that standby: the wall covered with newspaper clippings of serial murder. But he minimizes the gore, piercing the soul with mood and compelling human conflict. Which makes “I Remember You” memorable indeed.",0.679912763,Drama
22,Intent to Destroy,11/10/2017,11/9/2017,http://www.nytimes.com/2017/11/09/movies/intent-to-destroy-armenian-genocide-review.html,,0,"A level-headed documentary lies behind the hot-blooded title of “Intent to Destroy: Death, Denial & Depiction.” While there may be no completely dispassionate way to discuss its topic — the Armenian genocide — the film’s balance of emotion and composure helps make its stories even stronger.
Some 1.5 million Armenians were killed by Ottoman Turks in the early part of the 20th century. What should be an accepted fact remains a provocative topic, as the Turkish government continues to ignore or deny the events and, as it has for a century, coerce businesses and push other governments to do the same.
Joe Berlinger, the director, uses old footage of survivors and insights from historians to provide an overview of the crimes. He also embeds himself with the cast and crew of “The Promise,” a recent fictional film set around 1915 that explores the fighting and mass killings. Mr. Berlinger’s plan is smart as well as symbolic — evidence shows that the Turkish government has often pressured studios into shelving movies about the genocide.
Discussions on the film set are intertwined with historical analysis, and there are explorations of crowd psychology, revisionism and German cooperation with the Ottoman Turks; it’s no stretch to see how the massacre of Armenians helped lay groundwork for the Holocaust.
At its core, “Intent to Destroy” is a call to remember the victims, both for their sake and for our own. “If you want to understand Yugoslavia, if you want to understand Rwanda, if you want to understand any other mass atrocity [that] is happening today, you should really look into the Armenian genocide,” one scholar says near the end of the documentary. “History is not in the past.”",0.776341533,Documentary
